channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,channel,prn,acq_doppler_hz,acq_doppler_step,fs,prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,pseudorange_m,rx_time,
0,16,-2750,0,25000000,40462404,665647.75,50.948574,-2805.037986,24568970.6,477919.24,1,10,500,0,25000000,16868256,-259842.2188,43.427113,623.817612,26399357.43,477919.24,2,3,750,0,25000000,-43839736,43900.59375,50.513638,755.35193,23452445.77,477919.24,3,23,-500,0,25000000,-48090784,-200432.5156,52.803722,-444.443509,22571805.17,477919.24,4,19,2750,0,25000000,-35042656,43389.82813,48.024349,2610.634827,24645371.95,477919.24,5,6,-500,0,25000000,34956700,-266274.3438,49.333981,-531.011174,24383330.44,477919.24,6,7,1750,0,25000000,31933440,754390.875,47.909081,1856.005727,25149884.55,477918.24,7,13,1750,0,25000000,46015336,177163.1563,51.872387,1829.901399,23194181.29,477918.24, 
0,16,-2750,0,25000000,40462404,665647.75,50.948574,-2805.037986,24568970.6,477919.24,1,10,500,0,25000000,16868256,-259842.2188,43.427113,623.817612,26399357.43,477919.24,2,3,750,0,25000000,-43839736,43900.59375,50.513638,755.35193,23452445.77,477919.24,3,23,-500,0,25000000,-48090784,-200432.5156,52.803722,-444.443509,22571805.17,477919.24,4,19,2750,0,25000000,-35042656,43389.82813,48.024349,2610.634827,24645371.95,477919.24,5,6,-500,0,25000000,34956700,-266274.3438,49.333981,-531.011174,24383330.44,477919.24,6,7,1750,0,25000000,-32583004,148687.6563,48.468346,1848.668076,25149529.78,477919.24,7,13,1750,0,25000000,46015336,177163.1563,51.872387,1829.901399,23194181.29,477918.24, 
0,16,-2750,0,25000000,40462404,665647.75,50.948574,-2805.037986,24568970.6,477919.24,1,10,500,0,25000000,16868256,-259842.2188,43.427113,623.817612,26399357.43,477919.24,2,3,750,0,25000000,-43839736,43900.59375,50.513638,755.35193,23452445.77,477919.24,3,23,-500,0,25000000,-48090784,-200432.5156,52.803722,-444.443509,22571805.17,477919.24,4,19,2750,0,25000000,-35042656,43389.82813,48.024349,2610.634827,24645371.95,477919.24,5,6,-500,0,25000000,34956700,-266274.3438,49.333981,-531.011174,24383330.44,477919.24,6,7,1750,0,25000000,-32583004,148687.6563,48.468346,1848.668076,25149529.78,477919.24,7,13,1750,0,25000000,-47815052,-122301.5938,51.698746,1830.035817,23193831.88,477919.24, 
0,16,-2750,0,25000000,-40711832,72781.39063,50.042961,-2806.115842,24569502.79,477920.24,1,10,500,0,25000000,16868256,-259842.2188,43.427113,623.817612,26399357.43,477919.24,2,3,750,0,25000000,-43839736,43900.59375,50.513638,755.35193,23452445.77,477919.24,3,23,-500,0,25000000,-48090784,-200432.5156,52.803722,-444.443509,22571805.17,477919.24,4,19,2750,0,25000000,-35042656,43389.82813,48.024349,2610.634827,24645371.95,477919.24,5,6,-500,0,25000000,34956700,-266274.3438,49.333981,-531.011174,24383330.44,477919.24,6,7,1750,0,25000000,-32583004,148687.6563,48.468346,1848.668076,25149529.78,477919.24,7,13,1750,0,25000000,-47815052,-122301.5938,51.698746,1830.035817,23193831.88,477919.24, 
0,16,-2750,0,25000000,-40711832,72781.39063,50.042961,-2806.115842,24569502.79,477920.24,1,10,500,0,25000000,-16690735,24781.97656,43.051132,623.305535,26399243.32,477920.24,2,3,750,0,25000000,-43839736,43900.59375,50.513638,755.35193,23452445.77,477919.24,3,23,-500,0,25000000,-48090784,-200432.5156,52.803722,-444.443509,22571805.17,477919.24,4,19,2750,0,25000000,-35042656,43389.82813,48.024349,2610.634827,24645371.95,477919.24,5,6,-500,0,25000000,34956700,-266274.3438,49.333981,-531.011174,24383330.44,477919.24,6,7,1750,0,25000000,-32583004,148687.6563,48.468346,1848.668076,25149529.78,477919.24,7,13,1750,0,25000000,-47815052,-122301.5938,51.698746,1830.035817,23193831.88,477919.24, 
0,16,-2750,0,25000000,-40711832,72781.39063,50.042961,-2806.115842,24569502.79,477920.24,1,10,500,0,25000000,-16690735,24781.97656,43.051132,623.305535,26399243.32,477920.24,2,3,750,0,25000000,42836992,157026.8438,49.677273,756.515988,23452303.24,477920.24,3,23,-500,0,25000000,-48090784,-200432.5156,52.803722,-444.443509,22571805.17,477919.24,4,19,2750,0,25000000,-35042656,43389.82813,48.024349,2610.634827,24645371.95,477919.24,5,6,-500,0,25000000,34956700,-266274.3438,49.333981,-531.011174,24383330.44,477919.24,6,7,1750,0,25000000,-32583004,148687.6563,48.468346,1848.668076,25149529.78,477919.24,7,13,1750,0,25000000,-47815052,-122301.5938,51.698746,1830.035817,23193831.88,477919.24, 
0,16,-2750,0,25000000,-40711832,72781.39063,50.042961,-2806.115842,24569502.79,477920.24,1,10,500,0,25000000,-16690735,24781.97656,43.051132,623.305535,26399243.32,477920.24,2,3,750,0,25000000,42836992,157026.8438,49.677273,756.515988,23452303.24,477920.24,3,23,-500,0,25000000,48647804,-11423.23438,52.17783,-442.729687,22571890.76,477920.24,4,19,2750,0,25000000,-35042656,43389.82813,48.024349,2610.634827,24645371.95,477919.24,5,6,-500,0,25000000,34956700,-266274.3438,49.333981,-531.011174,24383330.44,477919.24,6,7,1750,0,25000000,-32583004,148687.6563,48.468346,1848.668076,25149529.78,477919.24,7,13,1750,0,25000000,-47815052,-122301.5938,51.698746,1830.035817,23193831.88,477919.24, 
0,16,-2750,0,25000000,-40711832,72781.39063,50.042961,-2806.115842,24569502.79,477920.24,1,10,500,0,25000000,-16690735,24781.97656,43.051132,623.305535,26399243.32,477920.24,2,3,750,0,25000000,42836992,157026.8438,49.677273,756.515988,23452303.24,477920.24,3,23,-500,0,25000000,48647804,-11423.23438,52.17783,-442.729687,22571890.76,477920.24,4,19,2750,0,25000000,34218392,557277.375,48.175488,2609.353464,24644875.46,477920.24,5,6,-500,0,25000000,34956700,-266274.3438,49.333981,-531.011174,24383330.44,477919.24,6,7,1750,0,25000000,-32583004,148687.6563,48.468346,1848.668076,25149529.78,477919.24,7,13,1750,0,25000000,-47815052,-122301.5938,51.698746,1830.035817,23193831.88,477919.24, 
0,16,-2750,0,25000000,-40711832,72781.39063,50.042961,-2806.115842,24569502.79,477920.24,1,10,500,0,25000000,-16690735,24781.97656,43.051132,623.305535,26399243.32,477920.24,2,3,750,0,25000000,42836992,157026.8438,49.677273,756.515988,23452303.24,477920.24,3,23,-500,0,25000000,48647804,-11423.23438,52.17783,-442.729687,22571890.76,477920.24,4,19,2750,0,25000000,34218392,557277.375,48.175488,2609.353464,24644875.46,477920.24,5,6,-500,0,25000000,-34210796,82262.25,49.33173,-530.875086,24383432.98,477920.24,6,7,1750,0,25000000,-32583004,148687.6563,48.468346,1848.668076,25149529.78,477919.24,7,13,1750,0,25000000,-47815052,-122301.5938,51.698746,1830.035817,23193831.88,477919.24, 
0,16,-2750,0,25000000,-40711832,72781.39063,50.042961,-2806.115842,24569502.79,477920.24,1,10,500,0,25000000,-16690735,24781.97656,43.051132,623.305535,26399243.32,477920.24,2,3,750,0,25000000,42836992,157026.8438,49.677273,756.515988,23452303.24,477920.24,3,23,-500,0,25000000,48647804,-11423.23438,52.17783,-442.729687,22571890.76,477920.24,4,19,2750,0,25000000,34218392,557277.375,48.175488,2609.353464,24644875.46,477920.24,5,6,-500,0,25000000,-34210796,82262.25,49.33173,-530.875086,24383432.98,477920.24,6,7,1750,0,25000000,32267206,-799956.5625,48.788918,1849.654942,25149178.11,477920.24,7,13,1750,0,25000000,-47815052,-122301.5938,51.698746,1830.035817,23193831.88,477919.24, 
0,16,-2750,0,25000000,-40711832,72781.39063,50.042961,-2806.115842,24569502.79,477920.24,1,10,500,0,25000000,-16690735,24781.97656,43.051132,623.305535,26399243.32,477920.24,2,3,750,0,25000000,42836992,157026.8438,49.677273,756.515988,23452303.24,477920.24,3,23,-500,0,25000000,48647804,-11423.23438,52.17783,-442.729687,22571890.76,477920.24,4,19,2750,0,25000000,34218392,557277.375,48.175488,2609.353464,24644875.46,477920.24,5,6,-500,0,25000000,-34210796,82262.25,49.33173,-530.875086,24383432.98,477920.24,6,7,1750,0,25000000,32267206,-799956.5625,48.788918,1849.654942,25149178.11,477920.24,7,13,1750,0,25000000,46187800,1026314.938,50.526302,1830.016382,23193483.51,477920.24, 
0,16,-2750,0,25000000,40249896,251704.8125,50.051422,-2802.18457,24570037.13,477921.24,1,10,500,0,25000000,-16690735,24781.97656,43.051132,623.305535,26399243.32,477920.24,2,3,750,0,25000000,42836992,157026.8438,49.677273,756.515988,23452303.24,477920.24,3,23,-500,0,25000000,48647804,-11423.23438,52.17783,-442.729687,22571890.76,477920.24,4,19,2750,0,25000000,34218392,557277.375,48.175488,2609.353464,24644875.46,477920.24,5,6,-500,0,25000000,-34210796,82262.25,49.33173,-530.875086,24383432.98,477920.24,6,7,1750,0,25000000,32267206,-799956.5625,48.788918,1849.654942,25149178.11,477920.24,7,13,1750,0,25000000,46187800,1026314.938,50.526302,1830.016382,23193483.51,477920.24, 
0,16,-2750,0,25000000,40249896,251704.8125,50.051422,-2802.18457,24570037.13,477921.24,1,10,500,0,25000000,16354841,-424710.5,42.669472,627.161355,26399122.35,477921.24,2,3,750,0,25000000,42836992,157026.8438,49.677273,756.515988,23452303.24,477920.24,3,23,-500,0,25000000,48647804,-11423.23438,52.17783,-442.729687,22571890.76,477920.24,4,19,2750,0,25000000,34218392,557277.375,48.175488,2609.353464,24644875.46,477920.24,5,6,-500,0,25000000,-34210796,82262.25,49.33173,-530.875086,24383432.98,477920.24,6,7,1750,0,25000000,32267206,-799956.5625,48.788918,1849.654942,25149178.11,477920.24,7,13,1750,0,25000000,46187800,1026314.938,50.526302,1830.016382,23193483.51,477920.24, 
0,16,-2750,0,25000000,40249896,251704.8125,50.051422,-2802.18457,24570037.13,477921.24,1,10,500,0,25000000,16354841,-424710.5,42.669472,627.161355,26399122.35,477921.24,2,3,750,0,25000000,-42877456,-35174.65625,50.703098,752.844104,23452158.2,477921.24,3,23,-500,0,25000000,48647804,-11423.23438,52.17783,-442.729687,22571890.76,477920.24,4,19,2750,0,25000000,34218392,557277.375,48.175488,2609.353464,24644875.46,477920.24,5,6,-500,0,25000000,-34210796,82262.25,49.33173,-530.875086,24383432.98,477920.24,6,7,1750,0,25000000,32267206,-799956.5625,48.788918,1849.654942,25149178.11,477920.24,7,13,1750,0,25000000,46187800,1026314.938,50.526302,1830.016382,23193483.51,477920.24, 
0,16,-2750,0,25000000,40249896,251704.8125,50.051422,-2802.18457,24570037.13,477921.24,1,10,500,0,25000000,16354841,-424710.5,42.669472,627.161355,26399122.35,477921.24,2,3,750,0,25000000,-42877456,-35174.65625,50.703098,752.844104,23452158.2,477921.24,3,23,-500,0,25000000,-49072468,-786361.25,52.625557,-444.93548,22571974.48,477921.24,4,19,2750,0,25000000,34218392,557277.375,48.175488,2609.353464,24644875.46,477920.24,5,6,-500,0,25000000,-34210796,82262.25,49.33173,-530.875086,24383432.98,477920.24,6,7,1750,0,25000000,32267206,-799956.5625,48.788918,1849.654942,25149178.11,477920.24,7,13,1750,0,25000000,46187800,1026314.938,50.526302,1830.016382,23193483.51,477920.24, 
0,16,-2750,0,25000000,40249896,251704.8125,50.051422,-2802.18457,24570037.13,477921.24,1,10,500,0,25000000,16354841,-424710.5,42.669472,627.161355,26399122.35,477921.24,2,3,750,0,25000000,-42877456,-35174.65625,50.703098,752.844104,23452158.2,477921.24,3,23,-500,0,25000000,-49072468,-786361.25,52.625557,-444.93548,22571974.48,477921.24,4,19,2750,0,25000000,-34283232,-521829.1875,48.243862,2608.309512,24644378.5,477921.24,5,6,-500,0,25000000,-34210796,82262.25,49.33173,-530.875086,24383432.98,477920.24,6,7,1750,0,25000000,32267206,-799956.5625,48.788918,1849.654942,25149178.11,477920.24,7,13,1750,0,25000000,46187800,1026314.938,50.526302,1830.016382,23193483.51,477920.24, 
0,16,-2750,0,25000000,40249896,251704.8125,50.051422,-2802.18457,24570037.13,477921.24,1,10,500,0,25000000,16354841,-424710.5,42.669472,627.161355,26399122.35,477921.24,2,3,750,0,25000000,-42877456,-35174.65625,50.703098,752.844104,23452158.2,477921.24,3,23,-500,0,25000000,-49072468,-786361.25,52.625557,-444.93548,22571974.48,477921.24,4,19,2750,0,25000000,-34283232,-521829.1875,48.243862,2608.309512,24644378.5,477921.24,5,6,-500,0,25000000,34134044,-355905.4063,49.812675,-533.017285,24383534.81,477921.24,6,7,1750,0,25000000,32267206,-799956.5625,48.788918,1849.654942,25149178.11,477920.24,7,13,1750,0,25000000,46187800,1026314.938,50.526302,1830.016382,23193483.51,477920.24, 
0,16,-2750,0,25000000,40249896,251704.8125,50.051422,-2802.18457,24570037.13,477921.24,1,10,500,0,25000000,16354841,-424710.5,42.669472,627.161355,26399122.35,477921.24,2,3,750,0,25000000,-42877456,-35174.65625,50.703098,752.844104,23452158.2,477921.24,3,23,-500,0,25000000,-49072468,-786361.25,52.625557,-444.93548,22571974.48,477921.24,4,19,2750,0,25000000,-34283232,-521829.1875,48.243862,2608.309512,24644378.5,477921.24,5,6,-500,0,25000000,34134044,-355905.4063,49.812675,-533.017285,24383534.81,477921.24,6,7,1750,0,25000000,-32887106,-100255.9375,48.03701,1851.869828,25148826.63,477921.24,7,13,1750,0,25000000,46187800,1026314.938,50.526302,1830.016382,23193483.51,477920.24, 
0,16,-2750,0,25000000,40249896,251704.8125,50.051422,-2802.18457,24570037.13,477921.24,1,10,500,0,25000000,16354841,-424710.5,42.669472,627.161355,26399122.35,477921.24,2,3,750,0,25000000,-42877456,-35174.65625,50.703098,752.844104,23452158.2,477921.24,3,23,-500,0,25000000,-49072468,-786361.25,52.625557,-444.93548,22571974.48,477921.24,4,19,2750,0,25000000,-34283232,-521829.1875,48.243862,2608.309512,24644378.5,477921.24,5,6,-500,0,25000000,34134044,-355905.4063,49.812675,-533.017285,24383534.81,477921.24,6,7,1750,0,25000000,-32887106,-100255.9375,48.03701,1851.869828,25148826.63,477921.24,7,13,1750,0,25000000,-46896528,81983.91406,51.031361,1827.500434,23193136.87,477921.24, 
0,16,-2750,0,25000000,39494416,977879.25,50.437366,-2805.264568,24570569.13,477922.24,1,10,500,0,25000000,16354841,-424710.5,42.669472,627.161355,26399122.35,477921.24,2,3,750,0,25000000,-42877456,-35174.65625,50.703098,752.844104,23452158.2,477921.24,3,23,-500,0,25000000,-49072468,-786361.25,52.625557,-444.93548,22571974.48,477921.24,4,19,2750,0,25000000,-34283232,-521829.1875,48.243862,2608.309512,24644378.5,477921.24,5,6,-500,0,25000000,34134044,-355905.4063,49.812675,-533.017285,24383534.81,477921.24,6,7,1750,0,25000000,-32887106,-100255.9375,48.03701,1851.869828,25148826.63,477921.24,7,13,1750,0,25000000,-46896528,81983.91406,51.031361,1827.500434,23193136.87,477921.24, 
0,16,-2750,0,25000000,39494416,977879.25,50.437366,-2805.264568,24570569.13,477922.24,1,10,500,0,25000000,16682245,-186885.8906,42.893387,626.390542,26399003.02,477922.24,2,3,750,0,25000000,-42877456,-35174.65625,50.703098,752.844104,23452158.2,477921.24,3,23,-500,0,25000000,-49072468,-786361.25,52.625557,-444.93548,22571974.48,477921.24,4,19,2750,0,25000000,-34283232,-521829.1875,48.243862,2608.309512,24644378.5,477921.24,5,6,-500,0,25000000,34134044,-355905.4063,49.812675,-533.017285,24383534.81,477921.24,6,7,1750,0,25000000,-32887106,-100255.9375,48.03701,1851.869828,25148826.63,477921.24,7,13,1750,0,25000000,-46896528,81983.91406,51.031361,1827.500434,23193136.87,477921.24, 
0,16,-2750,0,25000000,39494416,977879.25,50.437366,-2805.264568,24570569.13,477922.24,1,10,500,0,25000000,16682245,-186885.8906,42.893387,626.390542,26399003.02,477922.24,2,3,750,0,25000000,-43072376,-432137.0625,51.126095,754.976878,23452013.09,477922.24,3,23,-500,0,25000000,-49072468,-786361.25,52.625557,-444.93548,22571974.48,477921.24,4,19,2750,0,25000000,-34283232,-521829.1875,48.243862,2608.309512,24644378.5,477921.24,5,6,-500,0,25000000,34134044,-355905.4063,49.812675,-533.017285,24383534.81,477921.24,6,7,1750,0,25000000,-32887106,-100255.9375,48.03701,1851.869828,25148826.63,477921.24,7,13,1750,0,25000000,-46896528,81983.91406,51.031361,1827.500434,23193136.87,477921.24, 
0,16,-2750,0,25000000,39494416,977879.25,50.437366,-2805.264568,24570569.13,477922.24,1,10,500,0,25000000,16682245,-186885.8906,42.893387,626.390542,26399003.02,477922.24,2,3,750,0,25000000,-43072376,-432137.0625,51.126095,754.976878,23452013.09,477922.24,3,23,-500,0,25000000,-49059256,-1018.453125,51.578613,-447.110428,22572060.95,477922.24,4,19,2750,0,25000000,-34283232,-521829.1875,48.243862,2608.309512,24644378.5,477921.24,5,6,-500,0,25000000,34134044,-355905.4063,49.812675,-533.017285,24383534.81,477921.24,6,7,1750,0,25000000,-32887106,-100255.9375,48.03701,1851.869828,25148826.63,477921.24,7,13,1750,0,25000000,-46896528,81983.91406,51.031361,1827.500434,23193136.87,477921.24, 
0,16,-2750,0,25000000,39494416,977879.25,50.437366,-2805.264568,24570569.13,477922.24,1,10,500,0,25000000,16682245,-186885.8906,42.893387,626.390542,26399003.02,477922.24,2,3,750,0,25000000,-43072376,-432137.0625,51.126095,754.976878,23452013.09,477922.24,3,23,-500,0,25000000,-49059256,-1018.453125,51.578613,-447.110428,22572060.95,477922.24,4,19,2750,0,25000000,-33369660,894671.9375,47.681522,2608.898248,24643883.89,477922.24,5,6,-500,0,25000000,34134044,-355905.4063,49.812675,-533.017285,24383534.81,477921.24,6,7,1750,0,25000000,-32887106,-100255.9375,48.03701,1851.869828,25148826.63,477921.24,7,13,1750,0,25000000,-46896528,81983.91406,51.031361,1827.500434,23193136.87,477921.24, 
0,16,-2750,0,25000000,39494416,977879.25,50.437366,-2805.264568,24570569.13,477922.24,1,10,500,0,25000000,16682245,-186885.8906,42.893387,626.390542,26399003.02,477922.24,2,3,750,0,25000000,-43072376,-432137.0625,51.126095,754.976878,23452013.09,477922.24,3,23,-500,0,25000000,-49059256,-1018.453125,51.578613,-447.110428,22572060.95,477922.24,4,19,2750,0,25000000,-33369660,894671.9375,47.681522,2608.898248,24643883.89,477922.24,5,6,-500,0,25000000,34790144,-106938.4531,49.870056,-532.235554,24383634.97,477922.24,6,7,1750,0,25000000,-32887106,-100255.9375,48.03701,1851.869828,25148826.63,477921.24,7,13,1750,0,25000000,-46896528,81983.91406,51.031361,1827.500434,23193136.87,477921.24, 
